year,state,county,share_affordable_80_ami,share_affordable_50_ami,housing_quality
2018,15,009,1.4525789185,1.2332158895,2
2018,16,001,1.6446080285,1.3983125618,1
2018,16,003,1.5931020857,1.6988544465,2
2018,16,005,1.757174929,2.2047740675,2
2018,16,007,1.7814937166,2.228500564,2
2018,16,009,1.5209848275,1.8016592616,2
2018,16,011,1.8289330684,2.0803124624,2
2018,16,013,1.4956306041,2.1628179648,2
2018,16,015,1.5823067992,1.63232238,2
2018,16,017,1.5209848133,1.8016592888,2
2018,16,019,1.7963483146,1.8171227607,1
2018,16,021,1.5209848146,1.8016593763,2
2018,16,023,1.5931020924,1.6988544885,2
2018,16,025,1.8927015542,2.1380223567,2
2018,16,027,1.6321105046,1.7269778475,2
2018,16,029,1.6361731127,2.0991788304,2
2018,16,031,1.7867939619,1.935918323,2
2018,16,033,1.5931020736,1.698854411,2
2018,16,035,1.5931021007,1.6988544905,2
2018,16,037,1.5949977836,1.7158273217,2
2018,16,039,1.8927014933,2.1380222624,2
2018,16,041,1.6217294435,2.0479819213,2
2018,16,043,1.9004893267,2.1261697975,2
2018,16,045,1.4920724386,1.7140672143,2
2018,16,047,1.8927015098,2.1380222643,2
2018,16,049,1.5931020541,1.6988544118,2
2018,16,051,1.8470200279,2.1577120107,2
2018,16,053,1.8927015086,2.1380223491,2
2018,16,055,1.3709832693,1.3128977844,1
2018,16,057,1.3962124327,1.5783455405,2
2018,16,059,1.5931020595,1.6988544304,2
2018,16,061,1.5931020736,1.698854411,2
2018,16,063,1.8927015174,2.1380223348,2
2018,16,065,1.8975430955,2.0644926451,2
2018,16,067,1.8927015981,2.1380224394,2
2018,16,069,1.6326278895,1.6158702636,2
2018,16,071,1.7586690844,2.2161243192,2
2018,16,073,1.5861442751,1.8509460405,2
2018,16,075,1.4920724842,1.7140673504,2
2018,16,077,1.758669039,2.2161242256,2
2018,16,079,1.52098484,1.8016593439,2
2018,16,081,1.7081856453,2.0382335595,2
2018,16,083,1.8418132831,1.8175954722,1
2018,16,085,1.6289080956,1.6012374805,2
2018,16,087,1.4920723954,1.7140671845,2
2018,17,001,1.8557615572,2.1227331912,2
2018,17,003,1.7612950383,1.8815668417,2
2018,17,005,1.765338706,2.1200248756,2
2018,17,007,1.9635206846,1.4196530494,2
2018,17,009,1.8132640741,2.0790929924,2
2018,17,011,1.8134838801,2.0089888969,2
2018,17,013,1.6759349339,2.1435928767,2
2018,17,015,1.9267581783,2.1905397095,2
2018,17,017,1.8499088145,2.1288558861,2
2018,17,019,1.5006542841,1.5693577806,1
2018,17,021,1.8222089149,2.2761372148,2
2018,17,023,1.6918629327,2.3781731571,2
2018,17,025,1.6918629155,2.3781731668,2
2018,17,027,1.7014684329,2.1392931877,2
2018,17,029,1.8561256923,2.2227508527,2
2018,17,031,1.3396633816,1.1655458963,1
2018,17,033,1.6677671936,2.3370991045,2
2018,17,035,1.8561256982,2.2227508412,2
2018,17,037,1.5200486027,1.206471007,1
2018,17,039,1.7273395762,2.2410119094,2
2018,17,041,1.8137559615,2.2456920865,2
2018,17,043,1.641994032,1.3381346061,1
2018,17,045,1.8561256949,2.2227507758,2
2018,17,047,1.7695013314,1.8630839278,2
2018,17,049,1.7645465417,2.1600096239,2
2018,17,051,1.8094974633,2.067532505,2
2018,17,053,1.7372399506,2.1647743541,2
2018,17,055,1.5152935159,1.7124507843,2
2018,17,057,1.8983774145,1.9883349135,2
2018,17,059,1.769501341,1.863083958,2
2018,17,061,1.8499088137,2.1288558122,2
2018,17,063,1.694998134,1.7463326852,2
2018,17,065,1.7695013315,1.8630839137,2
2018,17,067,1.898377429,1.9883348737,2
2018,17,069,1.7695013262,1.8630839779,2
2018,17,071,1.8983774525,1.9883349319,2
2018,17,073,1.7546013909,2.0186611873,2
2018,17,075,1.9017950032,2.1171579999,2
2018,17,077,1.5152934976,1.7124508015,2
2018,17,079,1.6630048015,2.3245023592,2
2018,17,081,1.8430819469,1.9712234566,2
2018,17,083,1.6759349661,2.1435929194,2
2018,17,085,1.8374640824,2.1285678698,2
2018,17,087,1.7695013461,1.8630839547,2
2018,17,089,1.5294396111,1.2524468723,1
2018,17,091,1.5326332274,1.1896860369,1
2018,17,093,1.6813158764,1.7169811355,2
2018,17,095,1.8434694481,1.9292503568,2
2018,17,097,1.4899362698,1.2938673709,1
2018,17,099,1.7025061339,1.818437127,1
2018,17,101,1.6918628919,2.3781731113,2
2018,17,103,1.8365359267,2.1539902816,2
2018,17,105,1.8322412596,2.139625097,2
2018,17,107,1.779573294,2.2632413657,2
2018,17,109,1.8670459598,1.9873149166,2
2018,17,111,1.6631676515,1.5729068674,1
2018,17,113,1.6930364887,1.7846324637,1
2018,17,115,1.667440126,1.8218097448,1
2018,17,117,1.8745500652,2.0670289889,2
2018,17,119,1.6367003249,1.6966728686,1
2018,17,121,1.8430819543,1.9712234368,2
2018,17,123,1.6788561456,1.958792762,2
2018,17,125,1.8557615561,2.1227331537,2
2018,17,127,1.7695013276,1.8630839379,2
2018,17,129,1.6531915443,2.1014946528,2
2018,17,131,1.7546013773,2.0186611683,2
2018,17,133,1.696923188,1.9505447377,2
2018,17,135,1.8094974404,2.0675324903,2
2018,17,137,1.8752360605,2.0746980488,2
2018,17,139,1.8222089204,2.2761372158,2
2018,17,141,1.6027810675,2.1160246013,2
2018,17,143,1.6794482977,1.7357272943,1
2018,17,145,1.5152935147,1.7124507886,2
2018,17,147,1.6637670668,2.1034647473,2
2018,17,149,1.8557615801,2.1227331974,2
2018,17,151,1.769501338,1.8630839411,2
2018,17,153,1.7695013644,1.8630839549,2
2018,17,155,1.6680164516,1.9737573749,2
2018,17,157,1.8110874931,1.9829912196,2
2018,17,159,1.691862936,2.3781731751,2
2018,17,161,1.6561315564,1.6647276085,1
2018,17,163,1.5960730059,1.5835763383,1
2018,17,165,1.7695013644,1.8630839549,2
2018,17,167,1.7155702012,1.8339963565,1
2018,17,169,1.8557615699,2.1227331355,2
2018,17,171,1.8478731286,2.1153918967,2
2018,17,173,1.8222088947,2.2761371773,2
2018,17,175,1.678856169,1.9587927886,2
2018,17,177,1.6339222907,2.0746367452,2
2018,17,179,1.7504014939,1.9272847364,1
2018,17,181,1.7695013585,1.8630839228,2
2018,17,183,1.9017950139,2.1171580356,2
2018,17,185,1.7619789715,1.9290064939,2
2018,17,187,1.8983774423,1.9883348948,2
2018,17,189,1.7762065139,1.9645475391,2
2018,17,191,1.6918628818,2.3781731504,2
2018,17,193,1.7695013341,1.8630839307,2
2018,17,195,1.9267581615,2.1905396893,2
2018,17,197,1.6368191205,1.5541752933,1
2018,17,199,1.5145550956,1.7143190534,2
2018,17,201,1.6954857537,1.4558130335,1
2018,17,203,1.6788561444,1.9587927196,2
2018,18,001,1.8825741627,2.2236684697,2
2018,18,003,1.8345238593,2.033064807,1
2018,18,005,1.6003639375,1.784102292,2
2018,18,007,1.700392628,2.0142129423,2
2018,18,009,1.9134183179,2.0637329601,2
2018,18,011,1.8090547745,1.8529027035,2
2018,18,013,1.9107813587,2.1871996155,2
2018,18,015,1.800598344,1.9633514879,2
2018,18,017,2.1191670041,2.3717986885,2
2018,18,019,1.8257691803,1.7987430684,1
2018,18,021,1.8680884265,2.2688360913,2
2018,18,023,1.897832131,1.9628890887,2
2018,18,025,1.9659410409,2.4824705493,2
2018,18,027,1.8708817333,2.2263034943,2
2018,18,029,1.7718820654,2.015796564,2
2018,18,031,1.8468495045,1.6135548779,2
2018,18,033,2.0996756795,2.4508576713,2
2018,18,035,1.6179624135,1.5896662267,1
2018,18,037,1.8019227218,2.3902394615,2
2018,18,039,2.1648904574,2.0002504539,1
2018,18,041,1.7182210972,1.7144102986,2
2018,18,043,1.7336115856,1.9826064711,2
2018,18,045,1.8680884155,2.2688361051,2
2018,18,047,1.9773894333,1.8746572016,2
2018,18,049,1.9059087266,2.1302423551,2
2018,18,051,2.1122192701,2.2958338027,2
2018,18,053,1.7897584842,2.1541905132,2
2018,18,055,1.8708817216,2.2263034417,2
2018,18,057,2.0934927564,2.0797836119,1
2018,18,059,1.7998250094,2.0541186838,2
2018,18,061,1.7336116083,1.9826064839,2
2018,18,063,2.1547771002,2.0381665108,1
2018,18,065,1.9134182935,2.0637329419,2
2018,18,067,2.0016339765,2.3066106108,2
2018,18,069,1.9216746065,2.1332474186,2
2018,18,071,1.739591366,1.501910701,2
2018,18,073,1.8834279546,2.0343561117,2
2018,18,075,1.9134183068,2.063732921,2
2018,18,077,1.8468495204,1.6135549481,2
2018,18,079,1.8468495594,1.613554955,2
2018,18,081,1.7850568882,1.7995478523,1
2018,18,083,1.965941083,2.4824706336,2
2018,18,085,1.8469679079,2.0993283082,2
2018,18,087,2.1092127674,2.3564916511,2
2018,18,089,1.6742789876,1.5400289426,1
2018,18,091,1.8110878966,1.7281795511,1
2018,18,093,1.8708817135,2.2263035107,2
2018,18,095,1.7785012335,1.5687625251,1
2018,18,097,1.5298377434,1.4690299987,1
2018,18,099,1.8471943786,2.0993283102,2
2018,18,101,1.8708817464,2.2263035645,2
2018,18,103,1.7897584579,2.1541904547,2
2018,18,105,1.4101844306,1.2653209674,1
2018,18,107,1.8949205329,1.9596744778,2
2018,18,109,1.910781338,2.187199604,2
2018,18,111,1.8633896566,2.0729340376,2
2018,18,113,2.0993514242,2.3703111608,2
2018,18,115,1.7718821022,2.0157965974,2
2018,18,117,1.8708817723,2.2263035279,2
2018,18,119,1.8708817805,2.2263035604,2
2018,18,121,1.8680884397,2.268836045,2
2018,18,123,1.9659410082,2.4824705468,2
2018,18,125,1.9659410297,2.4824705874,2
2018,18,127,1.6614964462,1.6524980919,1
2018,18,129,2.1107204518,2.3520780204,2
2018,18,131,1.9059087024,2.1302424017,2
2018,18,133,2.1060717849,1.8811827024,2
2018,18,135,1.9134182903,2.0637329102,2
2018,18,137,1.9773894064,1.8697650119,2
2018,18,139,1.7182210939,1.7144102638,2
2018,18,141,1.9484491583,1.8560620694,1
2018,18,143,1.8468494929,1.6135549148,2
2018,18,145,1.7998249206,2.0541185996,2
2018,18,147,1.8055946017,2.4021339418,2
2018,18,149,1.9059086838,2.1302424365,2
2018,18,151,2.1092127885,2.3564916821,2
2018,18,153,1.8680883877,2.2688360947,2
2018,18,155,1.9553260476,1.8843700889,2
2018,18,157,1.6913672521,1.500156703,1
2018,18,159,2.045187808,2.3118265303,2
2018,18,161,1.7191028941,1.7306015369,2
2018,18,163,1.7090691333,1.4854054054,1
2018,18,165,1.8680884309,2.2688361301,2
2018,18,167,1.7428364492,1.7195987101,1
2018,18,169,1.7897584509,2.1541904922,2
2018,18,171,1.7848904533,2.2376802843,2
2018,18,173,2.1107204515,2.3520779254,2
2018,18,175,1.8748401796,1.8269773477,2
2018,18,177,1.7182210946,1.7144102707,2
2018,18,179,1.8112995215,2.2603024274,2
2018,18,181,1.7689533265,1.9731464441,2
2018,18,183,1.8112994721,2.2603023928,2
2018,19,001,1.6108108024,2.0288013437,2
2018,19,003,1.6108107941,2.0288013364,2
2018,19,005,1.939770118,2.6688980017,2
2018,19,007,1.6108108025,2.0288013893,2
2018,19,009,1.6108107935,2.0288013278,2
2018,19,011,1.7862380702,2.3146551596,2
2018,19,013,1.7249511101,1.7273973456,1
2018,19,015,1.6474597752,1.6870938334,2
2018,19,017,1.6987581077,2.2287300515,2
2018,19,019,1.8567186626,2.1251483931,2
2018,19,021,1.6955857788,2.4422175628,2
2018,19,023,1.9208986533,2.4823114988,2
2018,19,025,1.6955857757,2.4422175329,2
2018,19,027,1.6620238773,2.4077424899,2
2018,19,029,1.7918894496,1.8324111681,2
2018,19,031,1.7130921554,1.6574460778,2
2018,19,033,1.7687733764,2.3452621897,2
2018,19,035,1.699386255,2.4298865323,2
2018,19,037,1.9397701028,2.6688979958,2
2018,19,039,1.6108108348,2.028801443,2
2018,19,041,1.9231373989,2.4357259676,2
2018,19,043,1.9397701893,2.6688980722,2
2018,19,045,1.7700847559,1.7868385178,2
2018,19,047,1.6955857632,2.4422175354,2
2018,19,049,1.7773966286,1.6874952361,2
2018,19,051,1.7217809635,1.910618517,2
2018,19,053,1.6108108459,2.0288014035,2
2018,19,055,1.8557058569,2.1387382757,2
2018,19,057,1.6238205691,1.9704199443,2
2018,19,059,1.855387751,2.4027117504,2
2018,19,061,1.8539046992,2.1315860245,2
2018,19,063,1.9206917235,2.4416121218,2
2018,19,065,1.9397701659,2.6688979812,2
2018,19,067,1.7687733279,2.3452621163,2
2018,19,069,1.9208986215,2.4823114677,2
2018,19,071,1.7565737124,1.8438278535,2
2018,19,073,1.6955857674,2.442217564,2
2018,19,075,1.9208986531,2.4823114499,2
2018,19,077,1.577538473,1.8953663133,2
2018,19,079,1.9208986075,2.4823115326,2
2018,19,081,1.7687733783,2.3416325278,2
2018,19,083,1.8229092485,2.5129807178,2
2018,19,085,1.5989501443,1.9397445784,2
2018,19,087,1.6238205691,1.9704199443,2
2018,19,089,1.9397701548,2.6688979174,2
2018,19,091,1.9208986237,2.4823114851,2
2018,19,093,1.6955857558,2.4422175134,2
2018,19,095,1.9155581257,2.2205073144,2
2018,19,097,1.8343165543,2.2362694391,2
2018,19,099,1.7295467123,1.8134763721,2
2018,19,101,1.7217809595,1.9106184695,2
2018,19,103,1.6352883194,1.5855418065,1
2018,19,105,1.7429742371,1.783568223,2
2018,19,107,1.7217809492,1.9106185171,2
2018,19,109,1.7550066209,2.358791568,2
2018,19,111,1.6238205807,1.9704199744,2
2018,19,113,1.5891517485,1.8719658942,1
2018,19,115,1.6238205492,1.9704199842,2
2018,19,117,1.6108108294,2.0288014246,2
2018,19,119,1.8721937913,2.4578120807,2
2018,19,121,1.7009511095,1.784849822,2
2018,19,123,1.7217809647,1.9106185191,2
2018,19,125,1.7577182084,1.8327768972,2
2018,19,127,2.0963341994,2.266468109,2
2018,19,129,1.5989501595,1.9397445715,2
2018,19,131,1.7687733662,2.3452622124,2
2018,19,133,1.6955857933,2.442217505,2
2018,19,135,1.6108108001,2.0288013548,2
2018,19,137,1.7918894434,1.8324111805,2
2018,19,139,1.7662664332,1.7845056133,2
2018,19,141,1.8721937929,2.4578120762,2
2018,19,143,1.9206917858,2.4416121823,2
2018,19,145,1.7918894803,1.8324111181,2
2018,19,147,1.9206917576,2.4416121405,2
2018,19,149,1.8868244852,1.8123496159,2
2018,19,151,1.6955857538,2.442217519,2
2018,19,153,1.7729045642,1.7518193119,1
2018,19,155,1.5989501357,1.9397445309,2
2018,19,157,2.0066730634,2.265206841,2
2018,19,159,1.6108108152,2.0288013772,2
2018,19,161,1.6955857713,2.4422174997,2
2018,19,163,1.5995878733,1.9333897967,1
2018,19,165,1.7912085067,1.8513023797,2
2018,19,167,1.8566760533,2.3889005617,2
2018,19,169,1.5694933735,1.6922058941,1
2018,19,171,2.0963342255,2.2664681891,2
2018,19,173,1.6108107766,2.0288013651,2
2018,19,175,1.6108107766,2.0288013651,2
2018,19,177,1.7217809895,1.9106185043,2
2018,19,179,1.7217809959,1.9106184978,2
2018,19,181,1.70095112,1.7848497319,2
2018,19,183,1.7116203628,1.9273172934,2
2018,19,185,1.6108108316,2.0288014283,2
2018,19,187,1.9208986058,2.4823114746,2
2018,19,189,1.7687733147,2.3452621138,2
2018,19,191,1.8535613156,2.7113063397,2
2018,19,193,1.9537152777,1.8090071085,1
2018,19,195,1.7687733464,2.3452621989,2
2018,19,197,1.9208986478,2.482311502,2
2018,20,001,1.7198395752,1.8203971736,2
2018,20,003,1.7198396035,1.8203971888,2
2018,20,005,1.5674408612,1.4541996343,2
2018,20,007,1.761007324,2.0516432189,2
2018,20,009,1.8459666568,2.0724008541,2
2018,20,011,1.7198395644,1.820397256,2
2018,20,013,1.7581454049,1.9299757734,2
2018,20,015,1.7614532033,1.8193505658,2
2018,20,017,1.6365394422,1.8572670462,2
2018,20,019,1.6639477842,1.8477463012,2
2018,20,021,1.614443001,1.8387933021,2
2018,20,023,1.8173953971,2.3243279892,2
2018,20,025,1.90488127,2.1111992963,2
2018,20,027,1.7685952828,2.0154383485,2
2018,20,029,1.8487488891,2.0282799654,2
2018,20,031,1.5660151799,1.8174357697,2
2018,20,033,1.8241266055,2.067427637,2
2018,20,035,1.7374361256,1.9116745827,2
2018,20,037,1.61444296,1.8387932973,2
2018,20,039,1.8456408489,2.252086453,2
2018,20,041,1.8359369653,2.0472600721,2
2018,20,043,1.6396244865,1.5518992056,2
2018,20,045,1.4344807532,1.1859571243,1
2018,20,047,1.8434022869,2.0251518077,2
2018,20,049,1.663947811,1.8477462908,2
2018,20,051,1.7665940328,2.1784825299,2
2018,20,053,1.8030907482,2.0498009287,2
2018,20,055,1.9048813069,2.1111993011,2
2018,20,057,1.9048812312,2.1111992449,2
2018,20,059,1.6736420799,1.8825316147,2
2018,20,061,1.5326138932,1.3008049806,2
2018,20,063,1.8456408684,2.2520864903,2
2018,20,065,1.8456408684,2.2520864903,2
2018,20,067,1.8581173733,2.153081761,2
2018,20,069,1.756860782,2.2383247859,2
2018,20,071,1.8330392023,2.2585411205,2
2018,20,073,1.663947824,1.847746294,2
2018,20,075,1.9048813366,2.111199365,2
2018,20,077,1.8434023118,2.0251518878,2
2018,20,079,2.01731676,1.9422382409,2
2018,20,081,1.8607790069,2.1120925552,2
2018,20,083,1.7101794566,2.0621940416,2
2018,20,085,1.7766784242,1.8739992459,2
2018,20,087,1.6755249116,1.6894775485,2
2018,20,089,1.8487488847,2.0282799072,2
2018,20,091,1.7795157764,1.6926630191,1
2018,20,093,1.8486076606,2.1559277923,2
2018,20,095,1.7590748315,2.0358672979,2
2018,20,097,1.7720795271,2.1198287057,2
2018,20,099,1.614443001,1.8387933021,2
2018,20,101,1.7735209011,2.1443375436,2
2018,20,103,1.5986994675,1.8694446599,2
2018,20,105,1.7738418746,2.0165554305,2
2018,20,107,1.6115522109,1.7974800646,2
2018,20,109,1.7756368026,2.1548316747,2
2018,20,111,1.6639477913,1.8477462858,2
2018,20,113,1.7464825677,2.0378210562,2
2018,20,115,1.6470153031,1.8512513793,2
2018,20,117,1.8424119939,2.0203096561,2
2018,20,119,1.909380037,2.1422487377,2
2018,20,121,1.6115522053,1.79748008,2
2018,20,123,1.7661677466,2.0525853916,2
2018,20,125,1.6144429987,1.8387933792,2
2018,20,127,1.6639478133,1.8477463153,2
2018,20,129,1.9048812682,2.1111992567,2
2018,20,131,1.7633167414,2.0577272111,2
2018,20,133,1.614442988,1.8387933319,2
2018,20,135,1.8173953892,2.3147704927,2
2018,20,137,1.8011963662,2.224848926,2
2018,20,139,1.7766784663,1.8739992429,2
2018,20,141,1.8456408744,2.2520864307,2
2018,20,143,1.7674710368,2.0924288138,2
2018,20,145,1.7615324256,2.0477027891,2
2018,20,147,1.8456408703,2.2520864803,2
2018,20,149,1.4951456086,1.2879808403,2
2018,20,151,1.761007324,2.0516432189,2
2018,20,153,1.8443507334,2.2623184634,2
2018,20,155,1.9069079565,2.240247659,2
2018,20,157,1.8487489108,2.0282799952,2
2018,20,159,1.7646004641,2.1289130422,2
2018,20,161,1.4951456216,1.2879808701,2
2018,20,163,1.8456408815,2.2520864967,2
2018,20,165,1.8434023236,2.0251518368,2
2018,20,167,1.8456408768,2.2520864544,2
2018,20,169,1.8359369619,2.047260015,2
2018,20,171,1.8456408154,2.2520864074,2
2018,20,173,1.6755359298,1.7748660661,1
2018,20,175,1.9048812938,2.1111992779,2
2018,20,177,1.5701008779,1.5133333219,1
2018,20,179,1.8004738694,2.2331496352,2
2018,20,181,1.8456408398,2.2520864489,2
2018,20,183,1.8456408744,2.2520864307,2
2018,20,185,1.8143953468,2.0796268859,2
2018,20,187,1.90488127,2.1111992963,2
2018,20,189,1.8634773316,2.1530818719,2
2018,20,191,1.7569065284,2.0461074026,2
2018,20,193,1.7371329217,2.1492237536,2
2018,20,195,1.7576306471,2.1629198995,2
2018,20,197,1.776678473,1.8739992271,2
2018,20,199,1.7297594576,2.1274979532,2
2018,20,201,1.8487489072,2.0282799243,2
2018,20,203,1.844119225,2.2482554307,2
2018,20,205,1.6639477815,1.8477463314,2
2018,20,207,1.6639478344,1.8477463764,2
2018,20,209,1.4521933008,1.3883516978,1
2018,21,001,1.776486943,2.0702151268,2
2018,21,003,1.7115514062,1.8361489499,2
2018,21,005,1.7054339463,2.0323846339,2
2018,21,007,1.6995671835,1.690912433,2
2018,21,009,1.7249968475,1.7884063403,2
2018,21,011,1.824295831,1.8800894628,2
2018,21,013,1.5399767128,1.5443584427,2
2018,21,015,2.0017738121,1.792162085,1
2018,21,017,1.8262355593,2.0161312144,2
2018,21,019,1.6930097226,1.5270938387,2
2018,21,021,1.7488114327,1.6011711754,2
2018,21,023,1.5162865138,1.8202770675,2
2018,21,025,1.5797581757,1.7056968643,2
2018,21,027,1.6782920412,1.8736315717,2
2018,21,029,1.7309123797,1.8152613971,2
2018,21,031,1.750650209,1.7586395155,2
2018,21,033,1.8375484236,2.1930628331,2
2018,21,035,1.7008867445,1.705418881,2
2018,21,037,1.6951642309,1.7712685823,2
2018,21,039,1.6752889702,1.6678723187,2
2018,21,041,1.7675112039,1.5376927779,2
2018,21,043,1.6976784091,1.5812631584,2
2018,21,045,1.7764868676,2.0702150404,2
2018,21,047,1.6368729115,1.6065317942,2
2018,21,049,1.8262355613,2.0161311115,2
2018,21,051,1.657622227,1.818667058,2
2018,21,053,1.7764869533,2.0702151678,2
2018,21,055,1.8479878468,2.2116986722,2
2018,21,057,1.7764869005,2.0702151051,2
2018,21,059,1.8495657492,1.6868477296,1
2018,21,061,1.6613162603,1.8180671897,2
2018,21,063,1.6976784089,1.5812631497,2
2018,21,065,1.7528011235,1.8648279844,2
2018,21,067,1.5488686175,1.4248309131,1
2018,21,069,1.824295887,1.8800894794,2
2018,21,071,1.6437719836,1.8190694881,2
2018,21,073,1.7308856687,2.022242477,2
2018,21,075,1.6868561265,1.7221679951,2
2018,21,077,1.6951641863,1.7712685457,2
2018,21,079,1.7488113509,1.5724625385,2
2018,21,081,1.7606131201,1.5658939282,2
2018,21,083,1.7047538693,1.69614015,2
2018,21,085,1.7941470035,1.8531295441,2
2018,21,087,1.7764868977,2.0702150844,2
2018,21,089,1.6930097182,1.5270938645,2
2018,21,091,1.8495657407,1.6868478111,2
2018,21,093,1.6809865766,1.8014803374,2
2018,21,095,1.5399767034,1.544358416,2
2018,21,097,1.9880592036,1.7653783442,2
2018,21,099,1.7506501861,1.7586395206,2
2018,21,101,1.675486437,1.8756927335,2
2018,21,103,1.7342897049,1.9853686881,2
2018,21,105,1.6695185991,1.6637275358,2
2018,21,107,1.7260116957,2.1838823924,2
2018,21,109,1.6576222161,1.8186670613,2
2018,21,111,1.6138755408,1.4598884814,1
2018,21,113,1.7000676719,1.7325103298,2
2018,21,115,1.6437719842,1.8190695068,2
2018,21,117,1.7016222299,1.7881190106,1
2018,21,119,1.5797581977,1.7056968879,2
2018,21,121,1.5399767022,1.5443584016,2
2018,21,123,1.729789855,1.5086587085,2
2018,21,125,1.6576222124,1.8186670418,2
2018,21,127,1.6976783958,1.5812631182,2
2018,21,129,1.5797582246,1.7056969148,2
2018,21,131,1.5797581724,1.7056968543,2
2018,21,133,1.5797581785,1.7056968454,2
2018,21,135,1.8242958367,1.8800894935,2
2018,21,137,1.8038508511,1.3905351057,2
2018,21,139,1.8806359448,2.1974180424,2
2018,21,141,1.721857016,1.798531037,2
2018,21,143,1.604940578,1.6562024661,2
2018,21,145,1.6200766662,1.723826144,2
2018,21,147,1.7738955343,1.8416980117,2
2018,21,149,1.7311488756,1.9165878026,2
2018,21,151,1.6410563686,1.7486921205,1
2018,21,153,1.6437719843,1.8190694541,2
